date,num_transactions,total_units,total_revenue,total_profit,day_of_week,day_name,is_weekend,month,quarter,temperature,humidity,precipitation,sunshine_hours,wind_speed,weather_condition,event_name,event_type,event_impact_factor,season_factor,weekend_factor,temperature_factor,rain_factor,sunshine_factor,combined_demand_multiplier,temp_bin,season
2023-09-20,167,300,5280.0,3084.0,2,Wednesday,0,9,3,20.8,63.0,0.0,6.4,6.1,Partly Cloudy,,,1.0,1.099,1.0,1.0,1.0,0.995,1.094,Warm (20-25°C),Autumn
2023-09-21,164,293,4880.0,2909.5,3,Thursday,0,9,3,19.2,57.0,0.0,5.8,5.9,Partly Cloudy,,,1.0,1.094,1.0,1.0,1.0,0.99,1.083,Cool (15-20°C),Autumn
2023-09-22,151,278,5209.0,3008.5,4,Friday,0,9,3,17.4,68.0,0.0,7.2,30.5,Partly Cloudy,,,1.0,1.089,1.0,1.0,1.0,1.002,1.091,Cool (15-20°C),Autumn
2023-09-23,170,382,6883.0,3969.5,5,Saturday,1,9,3,14.9,72.0,0.0,9.9,9.9,Sunny,,,1.0,1.084,1.35,1.0,1.0,1.023,1.497,Cold (<15°C),Autumn
2023-09-24,180,355,6284.0,3672.0,6,Sunday,1,9,3,21.5,87.0,0.0,5.6,14.9,Partly Cloudy,,,1.0,1.079,1.35,1.0,1.0,0.989,1.44,Warm (20-25°C),Autumn
2023-09-25,215,344,6078.0,3522.5,0,Monday,0,9,3,19.1,58.0,0.0,7.6,6.2,Partly Cloudy,,,1.0,1.074,1.0,1.0,1.0,1.005,1.079,Cool (15-20°C),Autumn
2023-09-26,184,317,5795.0,3330.5,1,Tuesday,0,9,3,23.9,64.0,0.0,8.2,36.4,Partly Cloudy,,,1.0,1.069,1.0,1.0,1.0,1.01,1.079,Warm (20-25°C),Autumn
2023-09-27,147,277,5071.0,2904.0,2,Wednesday,0,9,3,20.8,62.0,0.0,4.4,63.7,Overcast,,,1.0,1.064,1.0,1.0,1.0,0.979,1.042,Warm (20-25°C),Autumn
2023-09-28,174,296,5149.0,3004.0,3,Thursday,0,9,3,19.1,75.0,0.0,9.9,6.1,Sunny,,,1.0,1.059,1.0,1.0,1.0,1.023,1.084,Cool (15-20°C),Autumn
2023-09-29,161,312,5338.0,3145.0,4,Friday,0,9,3,19.9,62.0,0.0,6.9,23.3,Partly Cloudy,,,1.0,1.054,1.0,1.0,1.0,0.999,1.053,Cool (15-20°C),Autumn
2023-09-30,159,354,6441.0,3710.0,5,Saturday,1,9,3,15.4,58.0,0.0,3.5,11.1,Overcast,,,1.0,1.049,1.35,1.0,1.0,0.972,1.376,Cool (15-20°C),Autumn
2023-10-01,170,360,6494.0,3802.0,6,Sunday,1,10,4,20.0,88.0,0.0,4.5,35.2,Overcast,,,1.0,1.044,1.35,1.0,1.0,0.98,1.381,Cool (15-20°C),Autumn
2023-10-02,167,332,5880.0,3453.5,0,Monday,0,10,4,19.0,66.0,0.0,6.3,10.7,Partly Cloudy,,,1.0,1.039,1.0,1.0,1.0,0.994,1.033,Cool (15-20°C),Autumn
2023-10-03,195,319,5306.0,3135.5,1,Tuesday,0,10,4,17.9,72.0,0.0,7.0,6.0,Partly Cloudy,,,1.0,1.033,1.0,1.0,1.0,1.0,1.033,Cool (15-20°C),Autumn
2023-10-04,151,301,5176.0,3058.0,2,Wednesday,0,10,4,14.5,62.0,0.0,6.1,17.3,Partly Cloudy,,,1.0,1.028,1.0,1.0,1.0,0.993,1.021,Cold (<15°C),Autumn
2023-10-05,180,306,5393.0,3128.5,3,Thursday,0,10,4,17.9,64.0,0.0,6.2,35.7,Partly Cloudy,,,1.0,1.023,1.0,1.0,1.0,0.994,1.017,Cool (15-20°C),Autumn
2023-10-06,172,299,4919.0,2881.0,4,Friday,0,10,4,25.2,63.0,0.0,5.9,11.1,Partly Cloudy,,,1.0,1.018,1.0,1.0,1.0,0.991,1.009,Hot (25-30°C),Autumn
2023-10-07,167,393,6583.0,3874.5,5,Saturday,1,10,4,13.7,62.0,0.2,2.2,6.7,Cloudy,,,1.0,1.013,1.35,1.0,1.0,0.962,1.315,Cold (<15°C),Autumn
2023-10-08,160,321,5653.0,3314.0,6,Sunday,1,10,4,17.7,71.0,0.0,3.0,13.5,Overcast,,,1.0,1.008,1.35,1.0,1.0,0.968,1.317,Cool (15-20°C),Autumn
2023-10-09,160,296,5333.0,3092.0,0,Monday,0,10,4,15.4,56.0,0.0,5.5,7.9,Partly Cloudy,,,1.0,1.003,1.0,1.0,1.0,0.988,0.991,Cool (15-20°C),Autumn
2023-10-10,163,275,5324.0,3027.0,1,Tuesday,0,10,4,21.8,77.0,0.0,4.6,68.3,Overcast,,,1.0,0.997,1.0,1.0,1.0,0.981,0.978,Warm (20-25°C),Autumn
2023-10-11,179,302,5091.0,3005.5,2,Wednesday,0,10,4,16.9,66.0,0.0,5.0,8.3,Overcast,,,1.0,0.992,1.0,1.0,1.0,0.984,0.976,Cool (15-20°C),Autumn
2023-10-12,158,273,5186.0,2976.5,3,Thursday,0,10,4,15.1,62.0,0.0,5.5,73.6,Partly Cloudy,,,1.0,0.987,1.0,1.0,1.0,0.988,0.975,Cool (15-20°C),Autumn
2023-10-13,136,295,5510.0,3152.0,4,Friday,0,10,4,14.7,69.0,0.0,7.2,16.7,Partly Cloudy,,,1.0,0.982,1.0,1.0,1.0,1.002,0.984,Cold (<15°C),Autumn
2023-10-14,171,276,5084.0,2928.0,5,Saturday,1,10,4,9.1,74.0,17.4,1.7,10.5,Rainy,,,1.0,0.977,1.35,0.9,0.78,0.958,0.886,Cold (<15°C),Autumn
2023-10-15,163,424,7571.0,4375.5,6,Sunday,1,10,4,15.9,76.0,0.0,4.8,22.6,Overcast,Evacuation Day,holiday,1.15,0.972,1.35,1.0,1.0,0.982,1.482,Cool (15-20°C),Autumn
2023-10-16,175,292,5419.0,3124.5,0,Monday,0,10,4,16.4,62.0,0.0,4.4,14.2,Overcast,,,1.0,0.967,1.0,1.0,1.0,0.979,0.946,Cool (15-20°C),Autumn
2023-10-17,194,286,5113.0,2956.5,1,Tuesday,0,10,4,17.5,54.0,0.0,5.1,12.3,Partly Cloudy,,,1.0,0.961,1.0,1.0,1.0,0.985,0.947,Cool (15-20°C),Autumn
2023-10-18,149,285,5225.0,3032.5,2,Wednesday,0,10,4,12.7,63.0,0.0,4.9,10.7,Overcast,,,1.0,0.956,1.0,1.0,1.0,0.983,0.94,Cold (<15°C),Autumn
2023-10-19,168,289,5190.0,3059.5,3,Thursday,0,10,4,21.2,55.0,0.0,1.6,31.7,Overcast,,,1.0,0.951,1.0,1.0,1.0,0.957,0.91,Warm (20-25°C),Autumn
2023-10-20,191,314,5514.0,3188.0,4,Friday,0,10,4,19.4,52.0,0.0,6.0,5.5,Partly Cloudy,,,1.0,0.946,1.0,1.0,1.0,0.992,0.939,Cool (15-20°C),Autumn
2023-10-21,166,373,6709.0,3852.5,5,Saturday,1,10,4,14.4,62.0,0.0,6.3,17.9,Partly Cloudy,,,1.0,0.941,1.35,1.0,1.0,0.994,1.263,Cold (<15°C),Autumn
2023-10-22,189,343,6562.0,3752.5,6,Sunday,1,10,4,16.6,71.0,0.0,4.9,7.0,Overcast,,,1.0,0.936,1.35,1.0,1.0,0.983,1.242,Cool (15-20°C),Autumn
2023-10-23,148,274,4821.0,2787.5,0,Monday,0,10,4,13.4,64.0,0.0,7.4,5.5,Partly Cloudy,,,1.0,0.931,1.0,1.0,1.0,1.003,0.934,Cold (<15°C),Autumn
2023-10-24,186,304,5578.0,3203.5,1,Tuesday,0,10,4,16.2,58.0,0.6,1.8,9.2,Cloudy,,,1.0,0.926,1.0,1.0,1.0,0.958,0.887,Cool (15-20°C),Autumn
2023-10-25,169,239,4221.0,2441.0,2,Wednesday,0,10,4,19.3,74.0,0.0,3.7,7.5,Overcast,,,1.0,0.921,1.0,1.0,1.0,0.974,0.897,Cool (15-20°C),Autumn
2023-10-26,143,243,4162.0,2455.5,3,Thursday,0,10,4,18.9,69.0,0.0,5.6,10.8,Partly Cloudy,,,1.0,0.916,1.0,1.0,1.0,0.989,0.906,Cool (15-20°C),Autumn
2023-10-27,158,270,4823.0,2831.5,4,Friday,0,10,4,19.1,59.0,0.0,4.2,22.9,Overcast,,,1.0,0.911,1.0,1.0,1.0,0.978,0.891,Cool (15-20°C),Autumn
2023-10-28,137,262,4806.0,2788.5,5,Saturday,1,10,4,16.4,84.0,27.7,1.8,51.9,Rainy,,,1.0,0.906,1.35,1.0,0.78,0.958,0.914,Cool (15-20°C),Autumn
2023-10-29,165,349,6184.0,3553.0,6,Sunday,1,10,4,17.8,76.0,0.0,7.2,25.0,Partly Cloudy,,,1.0,0.901,1.35,1.0,1.0,1.002,1.219,Cool (15-20°C),Autumn
2023-10-30,155,255,4748.0,2740.0,0,Monday,0,10,4,12.3,65.0,0.0,2.9,11.9,Overcast,,,1.0,0.896,1.0,1.0,1.0,0.967,0.867,Cold (<15°C),Autumn
2023-10-31,166,263,4678.0,2701.5,1,Tuesday,0,10,4,8.9,67.0,0.0,4.6,6.6,Overcast,,,1.0,0.891,1.0,0.9,1.0,0.981,0.787,Cold (<15°C),Autumn
2023-11-01,204,295,5335.0,3095.5,2,Wednesday,0,11,4,15.3,60.0,0.0,5.6,28.7,Partly Cloudy,,,1.0,0.887,1.0,1.0,1.0,0.989,0.877,Cool (15-20°C),Autumn
2023-11-02,179,239,4222.0,2443.0,3,Thursday,0,11,4,12.8,69.0,0.0,3.1,27.1,Overcast,,,1.0,0.882,1.0,1.0,1.0,0.969,0.854,Cold (<15°C),Autumn
2023-11-03,205,261,4555.0,2630.0,4,Friday,0,11,4,17.1,68.0,0.0,4.5,55.1,Overcast,,,1.0,0.877,1.0,1.0,1.0,0.98,0.86,Cool (15-20°C),Autumn
2023-11-04,131,287,5116.0,2949.0,5,Saturday,1,11,4,10.5,60.0,0.0,4.0,25.4,Overcast,,,1.0,0.872,1.35,0.9,1.0,0.976,1.035,Cold (<15°C),Autumn
2023-11-05,159,341,6406.0,3683.0,6,Sunday,1,11,4,14.4,46.0,0.0,4.6,15.7,Overcast,,,1.0,0.868,1.35,1.0,1.0,0.981,1.149,Cold (<15°C),Autumn
2023-11-06,165,266,4804.0,2804.0,0,Monday,0,11,4,19.3,41.0,0.0,4.2,19.0,Overcast,,,1.0,0.863,1.0,1.0,1.0,0.978,0.844,Cool (15-20°C),Autumn
2023-11-07,141,259,4835.0,2754.5,1,Tuesday,0,11,4,15.1,69.0,0.0,3.8,5.1,Overcast,,,1.0,0.859,1.0,1.0,1.0,0.974,0.837,Cool (15-20°C),Autumn
2023-11-08,176,241,4359.0,2483.5,2,Wednesday,0,11,4,10.3,68.0,0.0,2.6,6.3,Overcast,,,1.0,0.854,1.0,0.9,1.0,0.965,0.742,Cold (<15°C),Autumn
2023-11-09,163,216,4101.0,2351.0,3,Thursday,0,11,4,17.8,56.0,6.5,2.5,7.5,Rainy,,,1.0,0.85,1.0,1.0,0.78,0.964,0.639,Cool (15-20°C),Autumn
2023-11-10,188,250,4748.0,2704.0,4,Friday,0,11,4,18.1,72.0,0.0,3.0,5.1,Overcast,,,1.0,0.845,1.0,1.0,1.0,0.968,0.818,Cool (15-20°C),Autumn
2023-11-11,190,299,5475.0,3116.0,5,Saturday,1,11,4,11.4,66.0,0.0,1.7,6.9,Overcast,,,1.0,0.841,1.35,0.9,1.0,0.958,0.978,Cold (<15°C),Autumn
2023-11-12,177,307,6243.0,3522.0,6,Sunday,1,11,4,10.3,67.0,0.0,3.3,10.5,Overcast,,,1.0,0.836,1.35,0.9,1.0,0.97,0.986,Cold (<15°C),Autumn
2023-11-13,161,264,4852.0,2844.0,0,Monday,0,11,4,18.7,55.0,0.0,1.2,11.4,Overcast,,,1.0,0.832,1.0,1.0,1.0,0.954,0.794,Cool (15-20°C),Autumn
2023-11-14,144,255,4383.0,2517.5,1,Tuesday,0,11,4,17.8,44.0,0.0,5.6,6.2,Partly Cloudy,,,1.0,0.828,1.0,1.0,1.0,0.989,0.819,Cool (15-20°C),Autumn
2023-11-15,170,235,4376.0,2520.5,2,Wednesday,0,11,4,11.7,85.0,0.0,3.9,14.9,Overcast,,,1.0,0.824,1.0,0.9,1.0,0.975,0.723,Cold (<15°C),Autumn
2023-11-16,158,228,4094.0,2364.0,3,Thursday,0,11,4,11.2,80.0,0.0,5.5,24.6,Partly Cloudy,,,1.0,0.82,1.0,0.9,1.0,0.988,0.729,Cold (<15°C),Autumn
2023-11-17,137,240,4559.0,2571.5,4,Friday,0,11,4,15.6,53.0,0.0,5.3,19.8,Partly Cloudy,,,1.0,0.815,1.0,1.0,1.0,0.986,0.804,Cool (15-20°C),Autumn
2023-11-18,161,279,4910.0,2843.0,5,Saturday,1,11,4,11.2,60.0,0.0,5.8,6.9,Partly Cloudy,,,1.0,0.811,1.35,0.9,1.0,0.99,0.976,Cold (<15°C),Autumn
2023-11-19,142,254,4657.0,2718.0,6,Sunday,1,11,4,10.9,40.0,2.0,2.9,81.9,Cloudy,,,1.0,0.807,1.35,0.9,1.0,0.967,0.949,Cold (<15°C),Autumn
2023-11-20,178,241,4204.0,2413.0,0,Monday,0,11,4,14.9,60.0,0.0,4.4,17.1,Overcast,,,1.0,0.803,1.0,1.0,1.0,0.979,0.787,Cold (<15°C),Autumn
2023-11-21,170,230,3816.0,2242.0,1,Tuesday,0,11,4,11.9,61.0,0.0,2.9,15.2,Overcast,,,1.0,0.8,1.0,0.9,1.0,0.967,0.696,Cold (<15°C),Autumn
2023-11-22,188,275,5013.0,2888.5,2,Wednesday,0,11,4,16.2,46.0,0.0,4.0,9.9,Overcast,,,1.0,0.796,1.0,1.0,1.0,0.976,0.777,Cool (15-20°C),Autumn
2023-11-23,155,209,3923.0,2227.0,3,Thursday,0,11,4,11.2,66.0,0.0,3.9,8.6,Overcast,,,1.0,0.792,1.0,0.9,1.0,0.975,0.695,Cold (<15°C),Autumn
2023-11-24,172,240,4059.0,2395.0,4,Friday,0,11,4,12.3,68.0,0.0,3.1,7.5,Overcast,,,1.0,0.788,1.0,1.0,1.0,0.969,0.764,Cold (<15°C),Autumn
2023-11-25,197,317,5871.0,3396.5,5,Saturday,1,11,4,12.1,72.0,0.0,3.3,11.9,Overcast,,,1.0,0.785,1.35,1.0,1.0,0.97,1.028,Cold (<15°C),Autumn
2023-11-26,148,246,4362.0,2497.0,6,Sunday,1,11,4,18.0,67.0,7.5,2.2,6.7,Rainy,,,1.0,0.781,1.35,1.0,0.78,0.962,0.791,Cool (15-20°C),Autumn
2023-11-27,174,240,4329.0,2475.5,0,Monday,0,11,4,14.9,70.0,0.0,1.8,8.4,Overcast,,,1.0,0.778,1.0,1.0,1.0,0.958,0.745,Cold (<15°C),Autumn
2023-11-28,176,183,3570.0,2060.0,1,Tuesday,0,11,4,9.9,55.0,11.4,1.9,12.2,Rainy,,,1.0,0.774,1.0,0.9,0.78,0.959,0.521,Cold (<15°C),Autumn
2023-11-29,116,162,2975.0,1717.5,2,Wednesday,0,11,4,10.9,57.0,19.0,1.7,11.4,Rainy,,,1.0,0.771,1.0,0.9,0.78,0.958,0.518,Cold (<15°C),Autumn
2023-11-30,170,182,3164.0,1865.0,3,Thursday,0,11,4,9.1,65.0,8.7,1.4,44.7,Rainy,,,1.0,0.768,1.0,0.9,0.78,0.955,0.515,Cold (<15°C),Autumn
2023-12-01,142,218,4159.0,2386.0,4,Friday,0,12,4,14.5,58.0,4.3,2.3,52.7,Cloudy,,,1.0,0.764,1.0,1.0,1.0,0.962,0.736,Cold (<15°C),Winter
2023-12-02,172,234,3977.0,2324.5,5,Saturday,1,12,4,9.6,65.0,6.7,0.7,12.5,Rainy,,,1.0,0.761,1.35,0.9,0.78,0.95,0.685,Cold (<15°C),Winter
2023-12-03,173,297,5296.0,3061.5,6,Sunday,1,12,4,12.6,60.0,0.0,2.1,27.8,Overcast,,,1.0,0.758,1.35,1.0,1.0,0.961,0.983,Cold (<15°C),Winter
2023-12-04,140,158,2995.0,1708.0,0,Monday,0,12,4,9.9,67.0,15.7,3.6,20.4,Rainy,,,1.0,0.755,1.0,0.9,0.78,0.973,0.516,Cold (<15°C),Winter
2023-12-05,131,225,4086.0,2371.0,1,Tuesday,0,12,4,12.8,53.0,0.0,3.0,13.0,Overcast,,,1.0,0.752,1.0,1.0,1.0,0.968,0.728,Cold (<15°C),Winter
2023-12-06,139,197,3830.0,2195.5,2,Wednesday,0,12,4,9.7,61.0,0.0,4.5,11.4,Overcast,,,1.0,0.749,1.0,0.9,1.0,0.98,0.661,Cold (<15°C),Winter
2023-12-07,155,203,3743.0,2142.5,3,Thursday,0,12,4,14.0,77.0,5.7,1.4,5.6,Rainy,,,1.0,0.746,1.0,1.0,0.78,0.955,0.556,Cold (<15°C),Winter
2023-12-08,158,222,4105.0,2349.0,4,Friday,0,12,4,16.3,50.0,1.4,2.0,9.8,Cloudy,,,1.0,0.744,1.0,1.0,1.0,0.96,0.714,Cool (15-20°C),Winter
2023-12-09,180,225,4327.0,2446.5,5,Saturday,1,12,4,12.5,73.0,16.8,1.3,55.4,Rainy,,,1.0,0.741,1.35,1.0,0.78,0.954,0.745,Cold (<15°C),Winter
2023-12-10,181,233,4789.0,2670.0,6,Sunday,1,12,4,7.4,56.0,0.0,2.0,14.3,Overcast,,,1.0,0.738,1.35,0.9,1.0,0.96,0.861,Cold (<15°C),Winter
2023-12-11,135,200,3900.0,2218.0,0,Monday,0,12,4,9.2,56.0,0.0,2.4,22.9,Overcast,,,1.0,0.736,1.0,0.9,1.0,0.963,0.638,Cold (<15°C),Winter
2023-12-12,181,243,4577.0,2603.5,1,Tuesday,0,12,4,15.5,38.0,0.0,3.3,15.3,Overcast,,,1.0,0.734,1.0,1.0,1.0,0.97,0.712,Cool (15-20°C),Winter
2023-12-13,141,222,3742.0,2216.0,2,Wednesday,0,12,4,15.6,61.0,0.0,3.1,7.1,Overcast,,,1.0,0.731,1.0,1.0,1.0,0.969,0.708,Cool (15-20°C),Winter
2023-12-14,129,184,3252.0,1864.0,3,Thursday,0,12,4,14.6,66.0,15.6,2.0,33.4,Rainy,,,1.0,0.729,1.0,1.0,0.78,0.96,0.546,Cold (<15°C),Winter
2023-12-15,151,175,3028.0,1748.5,4,Friday,0,12,4,11.0,52.0,18.0,0.8,12.0,Rainy,,,1.0,0.727,1.0,0.9,0.78,0.95,0.485,Cold (<15°C),Winter
2023-12-16,172,279,5245.0,2999.0,5,Saturday,1,12,4,13.3,48.0,0.0,3.3,24.5,Overcast,,,1.0,0.725,1.35,1.0,1.0,0.97,0.949,Cold (<15°C),Winter
2023-12-17,142,278,4900.0,2846.0,6,Sunday,1,12,4,13.6,56.0,0.0,1.4,30.6,Overcast,,,1.0,0.723,1.35,1.0,1.0,0.955,0.932,Cold (<15°C),Winter
2023-12-18,136,174,3220.0,1870.0,0,Monday,0,12,4,13.3,44.0,6.6,1.3,14.0,Rainy,,,1.0,0.721,1.0,1.0,0.78,0.954,0.537,Cold (<15°C),Winter
2023-12-19,118,170,3191.0,1831.0,1,Tuesday,0,12,4,13.7,59.0,10.5,1.8,25.5,Rainy,,,1.0,0.719,1.0,1.0,0.78,0.958,0.537,Cold (<15°C),Winter
2023-12-20,146,170,2978.0,1735.5,2,Wednesday,0,12,4,11.1,74.0,5.1,1.8,25.7,Rainy,,,1.0,0.717,1.0,0.9,0.78,0.958,0.483,Cold (<15°C),Winter
2023-12-21,206,210,3968.0,2252.0,3,Thursday,0,12,4,5.6,49.0,0.0,2.3,7.3,Overcast,,,1.0,0.715,1.0,0.9,1.0,0.962,0.62,Cold (<15°C),Winter
2023-12-22,193,255,4523.0,2613.0,4,Friday,0,12,4,15.0,64.0,2.2,1.9,6.8,Cloudy,,,1.0,0.714,1.0,1.0,1.0,0.959,0.685,Cold (<15°C),Winter
2023-12-23,136,246,4156.0,2437.0,5,Saturday,1,12,4,10.0,35.0,0.0,4.8,10.2,Overcast,,,1.0,0.712,1.35,0.9,1.0,0.982,0.85,Cold (<15°C),Winter
2023-12-24,172,397,7396.0,4217.0,6,Sunday,1,12,4,16.6,54.0,0.0,4.8,17.1,Overcast,Christmas Eve,event,1.4,0.711,1.35,1.0,1.0,0.982,1.32,Cool (15-20°C),Winter
2023-12-25,179,204,3857.0,2198.5,0,Monday,0,12,4,13.1,47.0,9.3,1.2,26.8,Rainy,,,1.0,0.71,1.0,1.0,0.78,0.954,0.528,Cold (<15°C),Winter
2023-12-26,146,190,3663.0,2076.0,1,Tuesday,0,12,4,13.6,64.0,0.0,1.0,13.6,Overcast,,,1.0,0.708,1.0,1.0,1.0,0.952,0.674,Cold (<15°C),Winter
2023-12-27,173,207,3721.0,2162.0,2,Wednesday,0,12,4,9.1,48.0,2.9,1.9,29.6,Cloudy,,,1.0,0.707,1.0,0.9,1.0,0.959,0.611,Cold (<15°C),Winter
2023-12-28,163,209,3813.0,2187.0,3,Thursday,0,12,4,12.6,62.0,0.0,4.0,8.6,Overcast,,,1.0,0.706,1.0,1.0,1.0,0.976,0.689,Cold (<15°C),Winter
2023-12-29,156,209,3827.0,2190.0,4,Friday,0,12,4,12.9,62.0,0.0,2.9,12.4,Overcast,,,1.0,0.705,1.0,1.0,1.0,0.967,0.682,Cold (<15°C),Winter
2023-12-30,135,270,4992.0,2867.5,5,Saturday,1,12,4,9.2,57.0,0.0,4.7,50.2,Overcast,,,1.0,0.704,1.35,0.9,1.0,0.982,0.84,Cold (<15°C),Winter
2023-12-31,184,306,5746.0,3286.5,6,Sunday,1,12,4,11.6,46.0,10.8,1.4,28.5,Rainy,New Year Eve,event,1.65,0.703,1.35,0.9,0.78,0.955,1.051,Cold (<15°C),Winter
2024-01-01,145,278,4871.0,2823.0,0,Monday,0,1,1,13.4,60.0,0.0,2.7,24.6,Overcast,New Year,holiday,1.35,0.703,1.0,1.0,1.0,0.966,0.916,Cold (<15°C),Winter
2024-01-02,149,217,4138.0,2352.5,1,Tuesday,0,1,1,9.4,66.0,0.0,4.1,6.4,Overcast,,,1.0,0.702,1.0,0.9,1.0,0.977,0.617,Cold (<15°C),Winter
2024-01-03,127,203,3420.0,1997.0,2,Wednesday,0,1,1,11.1,59.0,2.2,2.9,5.1,Cloudy,,,1.0,0.701,1.0,0.9,1.0,0.967,0.611,Cold (<15°C),Winter
2024-01-04,140,161,2926.0,1667.5,3,Thursday,0,1,1,6.6,52.0,0.0,1.6,21.3,Overcast,,,1.0,0.701,1.0,0.9,1.0,0.957,0.604,Cold (<15°C),Winter
2024-01-05,157,206,3822.0,2166.5,4,Friday,0,1,1,9.1,59.0,0.0,4.5,31.7,Overcast,,,1.0,0.701,1.0,0.9,1.0,0.98,0.618,Cold (<15°C),Winter
2024-01-06,110,220,3792.0,2239.0,5,Saturday,1,1,1,14.6,49.0,7.0,1.0,26.4,Rainy,,,1.0,0.7,1.35,1.0,0.78,0.952,0.702,Cold (<15°C),Winter
2024-01-07,155,212,3833.0,2221.5,6,Sunday,1,1,1,12.5,46.0,19.2,1.8,18.3,Rainy,,,1.0,0.7,1.35,1.0,0.78,0.958,0.707,Cold (<15°C),Winter
2024-01-08,133,222,4066.0,2335.5,0,Monday,0,1,1,14.4,82.0,0.0,2.2,22.8,Overcast,,,1.0,0.7,1.0,1.0,1.0,0.962,0.673,Cold (<15°C),Winter
2024-01-09,174,221,3989.0,2316.5,1,Tuesday,0,1,1,7.0,64.0,0.0,3.6,16.2,Overcast,,,1.0,0.7,1.0,0.9,1.0,0.973,0.613,Cold (<15°C),Winter
2024-01-10,151,217,4038.0,2322.5,2,Wednesday,0,1,1,16.2,72.0,0.0,3.4,6.3,Overcast,,,1.0,0.7,1.0,1.0,1.0,0.971,0.68,Cool (15-20°C),Winter
2024-01-11,164,191,3419.0,2002.0,3,Thursday,0,1,1,7.8,52.0,0.0,0.0,41.1,Overcast,,,1.0,0.7,1.0,0.9,1.0,0.944,0.595,Cold (<15°C),Winter
2024-01-12,153,209,3913.0,2243.5,4,Friday,0,1,1,17.1,61.0,0.0,2.4,8.5,Overcast,,,1.0,0.7,1.0,1.0,1.0,0.963,0.675,Cool (15-20°C),Winter
2024-01-13,150,273,5129.0,2930.5,5,Saturday,1,1,1,13.3,51.0,1.2,0.0,8.9,Cloudy,,,1.0,0.701,1.35,1.0,1.0,0.944,0.893,Cold (<15°C),Winter
2024-01-14,163,276,5074.0,2948.5,6,Sunday,1,1,1,8.5,54.0,0.0,2.0,13.7,Overcast,Revolution Day,holiday,1.2,0.701,1.35,0.9,1.0,0.96,0.981,Cold (<15°C),Winter
2024-01-15,123,170,3224.0,1849.5,0,Monday,0,1,1,10.8,52.0,0.0,2.3,15.2,Overcast,,,1.0,0.702,1.0,0.9,1.0,0.962,0.608,Cold (<15°C),Winter
2024-01-16,147,224,4015.0,2311.0,1,Tuesday,0,1,1,7.2,56.0,0.0,2.3,16.5,Overcast,,,1.0,0.702,1.0,0.9,1.0,0.962,0.608,Cold (<15°C),Winter
2024-01-17,121,210,3892.0,2256.5,2,Wednesday,0,1,1,12.3,52.0,0.0,2.3,29.9,Overcast,,,1.0,0.703,1.0,1.0,1.0,0.962,0.677,Cold (<15°C),Winter
2024-01-18,168,236,4317.0,2489.5,3,Thursday,0,1,1,18.7,55.0,0.0,2.9,11.0,Overcast,,,1.0,0.704,1.0,1.0,1.0,0.967,0.681,Cool (15-20°C),Winter
2024-01-19,134,194,3548.0,2031.0,4,Friday,0,1,1,11.1,37.0,0.0,1.2,20.0,Overcast,,,1.0,0.705,1.0,0.9,1.0,0.954,0.605,Cold (<15°C),Winter
2024-01-20,179,288,5218.0,3007.0,5,Saturday,1,1,1,8.4,64.0,0.0,3.8,18.9,Overcast,,,1.0,0.706,1.35,0.9,1.0,0.974,0.835,Cold (<15°C),Winter
2024-01-21,157,263,4583.0,2697.5,6,Sunday,1,1,1,11.4,53.0,0.0,2.3,10.5,Overcast,,,1.0,0.707,1.35,0.9,1.0,0.962,0.826,Cold (<15°C),Winter
2024-01-22,151,204,4002.0,2265.0,0,Monday,0,1,1,12.6,45.0,0.0,4.4,18.3,Overcast,,,1.0,0.708,1.0,1.0,1.0,0.979,0.693,Cold (<15°C),Winter
2024-01-23,120,223,3951.0,2253.0,1,Tuesday,0,1,1,12.8,44.0,0.0,5.8,5.1,Partly Cloudy,,,1.0,0.709,1.0,1.0,1.0,0.99,0.702,Cold (<15°C),Winter
2024-01-24,160,220,3979.0,2314.0,2,Wednesday,0,1,1,15.6,58.0,0.0,4.3,6.5,Overcast,,,1.0,0.71,1.0,1.0,1.0,0.978,0.695,Cool (15-20°C),Winter
2024-01-25,190,245,4187.0,2430.5,3,Thursday,0,1,1,15.4,44.0,4.4,2.0,9.2,Cloudy,,,1.0,0.712,1.0,1.0,1.0,0.96,0.683,Cool (15-20°C),Winter
2024-01-26,164,223,4061.0,2322.0,4,Friday,0,1,1,21.6,51.0,1.1,0.4,20.7,Cloudy,,,1.0,0.713,1.0,1.0,1.0,0.947,0.675,Warm (20-25°C),Winter
2024-01-27,193,303,5246.0,3072.0,5,Saturday,1,1,1,15.9,65.0,0.0,4.5,11.7,Overcast,,,1.0,0.715,1.35,1.0,1.0,0.98,0.946,Cool (15-20°C),Winter
2024-01-28,139,202,3607.0,2104.0,6,Sunday,1,1,1,10.2,65.0,12.4,3.0,25.7,Rainy,,,1.0,0.716,1.35,0.9,0.78,0.968,0.657,Cold (<15°C),Winter
2024-01-29,157,231,4379.0,2497.0,0,Monday,0,1,1,13.1,37.0,0.0,2.9,10.6,Overcast,,,1.0,0.718,1.0,1.0,1.0,0.967,0.694,Cold (<15°C),Winter
2024-01-30,158,197,3676.0,2085.0,1,Tuesday,0,1,1,18.7,63.0,0.0,2.3,11.8,Overcast,,,1.0,0.72,1.0,1.0,1.0,0.962,0.693,Cool (15-20°C),Winter
